code;position1;position2;position34;position8;description;JSON
640601.3;6;4;Colonne lombaire;3;Moelle épinière contusion [compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] avec signes neurologiques transitoires (paresthésie), mais SAI sur l'existence d'unefracture ou d'une luxation;{ code : 640601.3, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 3, description : Moelle épinière contusion [compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] avec signes neurologiques transitoires (paresthésie), mais SAI sur l'existence d'unefracture ou d'une luxation},
640602.3;6;4;Colonne lombaire;3;Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] avec signes neurologiques transitoires (paresthésie) sans fracture ni luxation;{ code : 640602.3, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 3, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] avec signes neurologiques transitoires (paresthésie) sans fracture ni luxation},
640604.3;6;4;Colonne lombaire;3;Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] avec signes neurologiques transitoires (paresthésie) avec fracture;{ code : 640604.3, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 3, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] avec signes neurologiques transitoires (paresthésie) avec fracture},
640606.3;6;4;Colonne lombaire;3;Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] avec signes neurologiques transitoires (paresthésie) avec luxation;{ code : 640606.3, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 3, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] avec signes neurologiques transitoires (paresthésie) avec luxation},
640608.3;6;4;Colonne lombaire;3;Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] avec signes neurologiques transitoires (paresthésie) avec fracture et luxation;{ code : 640608.3, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 3, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] avec signes neurologiques transitoires (paresthésie) avec fracture et luxation},
640610.4;6;4;Colonne lombaire;4;"Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire partielle (préservation de certaines fonctions sensitives ou motrices; y compris l'atteinte du cordon latéral (Syndrome de Brown-Séquard) mais SAI sur l'existence d'unefracture ou d'une luxation";"{ code : 640610.4, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 4, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire partielle (préservation de certaines fonctions sensitives ou motrices; y compris l'atteinte du cordon latéral (Syndrome de Brown-Séquard) mais SAI sur l'existence d'unefracture ou d'une luxation},"
640612.4;6;4;Colonne lombaire;4;"Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire partielle (préservation de certaines fonctions sensitives ou motrices; y compris l'atteinte du cordon latéral (Syndrome de Brown-Séquard) sans fracture ni luxation";"{ code : 640612.4, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 4, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire partielle (préservation de certaines fonctions sensitives ou motrices; y compris l'atteinte du cordon latéral (Syndrome de Brown-Séquard) sans fracture ni luxation},"
640614.4;6;4;Colonne lombaire;4;"Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire partielle (préservation de certaines fonctions sensitives ou motrices; y compris l'atteinte du cordon latéral  (Syndrome de Brown-Séquard) avec fracture";"{ code : 640614.4, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 4, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire partielle (préservation de certaines fonctions sensitives ou motrices; y compris l'atteinte du cordon latéral  (Syndrome de Brown-Séquard) avec fracture},"
640616.4;6;4;Colonne lombaire;4;"Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire partielle (préservation de certaines fonctions sensitives ou motrices; y compris l'atteinte du cordon latéral  (Syndrome de Brown-Séquard) avec luxation";"{ code : 640616.4, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 4, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire partielle (préservation de certaines fonctions sensitives ou motrices; y compris l'atteinte du cordon latéral  (Syndrome de Brown-Séquard) avec luxation},"
640618.4;6;4;Colonne lombaire;4;"Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire partielle (préservation de certaines fonctions sensitives ou motrices; y compris l'atteinte du cordon latéral (Syndrome de Brown-Séquard)  avec fracture et luxation";"{ code : 640618.4, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 4, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire partielle (préservation de certaines fonctions sensitives ou motrices; y compris l'atteinte du cordon latéral (Syndrome de Brown-Séquard)  avec fracture et luxation},"
640620.5;6;4;Colonne lombaire;5;Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire complète (paraplégie avec perte de sensibilité) mais SAI sur l'existence d'unefracture ou d'une luxation;{ code : 640620.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire complète (paraplégie avec perte de sensibilité) mais SAI sur l'existence d'unefracture ou d'une luxation},
640622.5;6;4;Colonne lombaire;5;Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire complète (paraplégie avec perte de sensibilité) sans fracture ni luxation;{ code : 640622.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire complète (paraplégie avec perte de sensibilité) sans fracture ni luxation},
640624.5;6;4;Colonne lombaire;5;Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire complète (paraplégie avec perte de sensibilité) avec fracture;{ code : 640624.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire complète (paraplégie avec perte de sensibilité) avec fracture},
640626.5;6;4;Colonne lombaire;5;Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire complète (paraplégie avec perte de sensibilité) avec luxation;{ code : 640626.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire complète (paraplégie avec perte de sensibilité) avec luxation},
640628.5;6;4;Colonne lombaire;5;Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire complète (paraplégie avec perte de sensibilité) avec fracture et luxation;{ code : 640628.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière contusion [y compris compression ou hémorragie épidurale ou sous-durale dans le canal médullaire confirmé par des examens par imagerie ou les résultats de l'autopsie] syndrome d'atteinte médullaire complète (paraplégie avec perte de sensibilité) avec fracture et luxation},
640640.5;6;4;Colonne lombaire;5;Moelle épinière lacération SAI [y compris lésion pénétrante, section ou écrasement];{ code : 640640.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière lacération SAI [y compris lésion pénétrante, section ou écrasement]},
640642.5;6;4;Colonne lombaire;5;Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] atteinte partielle (préservation de certaines fonctions sensitives ou motrices), mais SAI sur l'existence d'une fracture ou d'une luxation;{ code : 640642.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] atteinte partielle (préservation de certaines fonctions sensitives ou motrices), mais SAI sur l'existence d'une fracture ou d'une luxation},
640644.5;6;4;Colonne lombaire;5;Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] atteinte partielle (préservation de certaines fonctions sensitives ou motrices), sans fracture ni luxation;{ code : 640644.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] atteinte partielle (préservation de certaines fonctions sensitives ou motrices), sans fracture ni luxation},
640646.5;6;4;Colonne lombaire;5;Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] atteinte partielle (préservation de certaines fonctions sensitives ou motrices), avec fracture;{ code : 640646.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] atteinte partielle (préservation de certaines fonctions sensitives ou motrices), avec fracture},
640648.5;6;4;Colonne lombaire;5;Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] atteinte partielle (préservation de certaines fonctions sensitives ou motrices), avec luxation;{ code : 640648.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] atteinte partielle (préservation de certaines fonctions sensitives ou motrices), avec luxation},
640650.5;6;4;Colonne lombaire;5;Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] atteinte partielle (préservation de certaines fonctions sensitives ou motrices), avec fracture et luxation;{ code : 640650.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] atteinte partielle (préservation de certaines fonctions sensitives ou motrices), avec fracture et luxation},
640660.5;6;4;Colonne lombaire;5;Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] syndrome d'atteinte médullaire complète SAI (paraplégie avec perte de sensibilité et de motricité) mais SAI sur l'existence d'une fracture ou d'une luxation;{ code : 640660.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] syndrome d'atteinte médullaire complète SAI (paraplégie avec perte de sensibilité et de motricité) mais SAI sur l'existence d'une fracture ou d'une luxation},
640662.5;6;4;Colonne lombaire;5;Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] syndrome d'atteinte médullaire complète SAI (paraplégie avec perte de sensibilité et de motricité) sans fracture ni luxation;{ code : 640662.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] syndrome d'atteinte médullaire complète SAI (paraplégie avec perte de sensibilité et de motricité) sans fracture ni luxation},
640664.5;6;4;Colonne lombaire;5;Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] syndrome d'atteinte médullaire complète SAI (paraplégie avec perte de sensibilité et de motricité) avec fracture;{ code : 640664.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] syndrome d'atteinte médullaire complète SAI (paraplégie avec perte de sensibilité et de motricité) avec fracture},
640666.5;6;4;Colonne lombaire;5;Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] syndrome d'atteinte médullaire complète SAI (paraplégie avec perte de sensibilité et de motricité) avec luxation;{ code : 640666.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] syndrome d'atteinte médullaire complète SAI (paraplégie avec perte de sensibilité et de motricité) avec luxation},
640668.5;6;4;Colonne lombaire;5;Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] syndrome d'atteinte médullaire complète SAI (paraplégie avec perte de sensibilité et de motricité) avec fracture et luxation;{ code : 640668.5, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 5, description : Moelle épinière lacération [y compris lésion pénétrante, section ou écrasement] syndrome d'atteinte médullaire complète SAI (paraplégie avec perte de sensibilité et de motricité) avec fracture et luxation},
640678.1;6;4;Colonne lombaire;1;Étirement, aigu, sans fracture ou luxation;{ code : 640678.1, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 1, description : Étirement, aigu, sans fracture ou luxation},
640684.1;6;4;Colonne lombaire;1;Lésion du ligament intervertébral;{ code : 640684.1, position1 : 6, position2 : 4, position34 : Colonne lombaire, position8 : 1, description : Lésion du ligament intervertébral},
650200.2;6;5;Colonne cervicale;2;Lésion du disque hernie SAI;{ code : 650200.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Lésion du disque hernie SAI},
650202.2;6;5;Colonne cervicale;2;Lésion du disque hernie sans lésion radiculaire (radiculopathie);{ code : 650202.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Lésion du disque hernie sans lésion radiculaire (radiculopathie)},
650203.3;6;5;Colonne cervicale;3;Lésion du disque hernie avec lésion radiculaire (radiculopathie);{ code : 650203.3, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 3, description : Lésion du disque hernie avec lésion radiculaire (radiculopathie)},
650204.2;6;5;Colonne cervicale;2;Luxation [subluxation], sans atteinte médullaire SAI;{ code : 650204.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Luxation [subluxation], sans atteinte médullaire SAI},
650205.3;6;5;Colonne cervicale;3;Lésion du disque rupture;{ code : 650205.3, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 3, description : Lésion du disque rupture},
650206.3;6;5;Colonne cervicale;3;Luxation [subluxation], sans atteinte médullaire atloïdo-axoïdienne odontoïde);{ code : 650206.3, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 3, description : Luxation [subluxation], sans atteinte médullaire atloïdo-axoïdienne odontoïde)},
650208.2;6;5;Colonne cervicale;2;Luxation [subluxation], sans atteinte médullaire atloïdo-occipitale;{ code : 650208.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Luxation [subluxation], sans atteinte médullaire atloïdo-occipitale},
650209.2;6;5;Colonne cervicale;2;Luxation [subluxation], sans atteinte médullaire facette articulaire SAI;{ code : 650209.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Luxation [subluxation], sans atteinte médullaire facette articulaire SAI},
650210.2;6;5;Colonne cervicale;2;Luxation [subluxation], sans atteinte médullaire facette articulaire unilatérale;{ code : 650210.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Luxation [subluxation], sans atteinte médullaire facette articulaire unilatérale},
650210.3;6;5;Colonne cervicale;3;Luxation (subluxation) sans fracture contusion ou lacération de la moelle facette unilatérale;{ code : 650210.3, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 3, description : Luxation (subluxation) sans fracture contusion ou lacération de la moelle facette unilatérale},
650212.3;6;5;Colonne cervicale;3;Luxation [subluxation], sans atteinte médullaire facette articulaire bilatérale;{ code : 650212.3, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 3, description : Luxation [subluxation], sans atteinte médullaire facette articulaire bilatérale},
650216.2;6;5;Colonne cervicale;2;Fracture sans atteinte de la moelle épinière SAI;{ code : 650216.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Fracture sans atteinte de la moelle épinière SAI},
650217.2;6;5;Colonne cervicale;2;Fracture sans atteinte de la moelle épinière fractures multiples de la même vertèbre;{ code : 650217.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Fracture sans atteinte de la moelle épinière fractures multiples de la même vertèbre},
650218.2;6;5;Colonne cervicale;2;Fracture sans atteinte de la moelle épinière apophyse épineuse;{ code : 650218.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Fracture sans atteinte de la moelle épinière apophyse épineuse},
650220.2;6;5;Colonne cervicale;2;Fracture sans atteinte de la moelle épinière apophyse transverse;{ code : 650220.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Fracture sans atteinte de la moelle épinière apophyse transverse},
650222.2;6;5;Colonne cervicale;2;Fracture sans atteinte de la moelle épinière facette;{ code : 650222.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Fracture sans atteinte de la moelle épinière facette},
650222.3;6;5;Colonne cervicale;3;Fracture sans contusion ou lacération de la moelle avec ou sans luxation facette;{ code : 650222.3, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 3, description : Fracture sans contusion ou lacération de la moelle avec ou sans luxation facette},
650224.2;6;5;Colonne cervicale;2;Fracture sans atteinte de la moelle épinière lame;{ code : 650224.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Fracture sans atteinte de la moelle épinière lame},
650224.3;6;5;Colonne cervicale;3;Fracture sans contusion ou lacération de la moelle avec ou sans luxation lame;{ code : 650224.3, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 3, description : Fracture sans contusion ou lacération de la moelle avec ou sans luxation lame},
650226.2;6;5;Colonne cervicale;2;Fracture sans atteinte de la moelle épinière pédicule;{ code : 650226.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Fracture sans atteinte de la moelle épinière pédicule},
650226.3;6;5;Colonne cervicale;3;Fracture sans contusion ou lacération de la moelle avec ou sans luxation pédicule;{ code : 650226.3, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 3, description : Fracture sans contusion ou lacération de la moelle avec ou sans luxation pédicule},
650228.3;6;5;Colonne cervicale;3;Fracture sans atteinte de la moelle épinière odontoïde (dent de l'axis);{ code : 650228.3, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 3, description : Fracture sans atteinte de la moelle épinière odontoïde (dent de l'axis)},
650230.2;6;5;Colonne cervicale;2;Fracture sans atteinte de la moelle épinière corps vertébral SAI [fracture éclatement];{ code : 650230.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Fracture sans atteinte de la moelle épinière corps vertébral SAI [fracture éclatement]},
650232.2;6;5;Colonne cervicale;2;Fracture sans atteinte de la moelle épinière corps vertébral [fracture éclatement] compression mineure (perte ≤ 20 % de la hauteur antériere);{ code : 650232.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Fracture sans atteinte de la moelle épinière corps vertébral [fracture éclatement] compression mineure (perte ≤ 20 % de la hauteur antériere)},
650234.3;6;5;Colonne cervicale;3;Fracture sans atteinte de la moelle épinière corps vertébral [fracture éclatement] compression majeure (perte > 20 % de la hauteur antérieure);{ code : 650234.3, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 3, description : Fracture sans atteinte de la moelle épinière corps vertébral [fracture éclatement] compression majeure (perte > 20 % de la hauteur antérieure)},
650299.2;6;5;Colonne cervicale;2;Lésion du disque SAI;{ code : 650299.2, position1 : 6, position2 : 5, position34 : Colonne cervicale, position8 : 2, description : Lésion du disque SAI},
650400.2;6;5;Colonne dorsale;2;Lésion du disque hernie SAI;{ code : 650400.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Lésion du disque hernie SAI},
650402.2;6;5;Colonne dorsale;2;Lésion du disque hernie sans lésion radiculaire (radiculopathie);{ code : 650402.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Lésion du disque hernie sans lésion radiculaire (radiculopathie)},
650403.3;6;5;Colonne dorsale;3;Lésion du disque hernie avec lésion radiculaire (radiculopathie);{ code : 650403.3, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 3, description : Lésion du disque hernie avec lésion radiculaire (radiculopathie)},
650404.2;6;5;Colonne dorsale;2;Luxation [subluxation] sans atteinte médullaire SAI;{ code : 650404.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Luxation [subluxation] sans atteinte médullaire SAI},
650405.3;6;5;Colonne dorsale;3;Lésion du disque rupture;{ code : 650405.3, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 3, description : Lésion du disque rupture},
650409.2;6;5;Colonne dorsale;2;Luxation [subluxation] sans atteinte médullaire facette articulaire SAI;{ code : 650409.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Luxation [subluxation] sans atteinte médullaire facette articulaire SAI},
650410.2;6;5;Colonne dorsale;2;Luxation [subluxation] sans atteinte médullaire facette articulaire unilatérale;{ code : 650410.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Luxation [subluxation] sans atteinte médullaire facette articulaire unilatérale},
650410.3;6;5;Colonne dorsale;3;Luxation (subluxation) sans fracture, contusion ou lacération de la moelle facette unilatérale;{ code : 650410.3, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 3, description : Luxation (subluxation) sans fracture, contusion ou lacération de la moelle facette unilatérale},
650412.3;6;5;Colonne dorsale;3;Luxation [subluxation] atteinte médullaire facette articulaire bilatérale;{ code : 650412.3, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 3, description : Luxation [subluxation] atteinte médullaire facette articulaire bilatérale},
650416.2;6;5;Colonne dorsale;2;Fracture sans atteinte médullaire SAI;{ code : 650416.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Fracture sans atteinte médullaire SAI},
650417.2;6;5;Colonne dorsale;2;Fracture sans atteinte médullaire fractures multiples d'une même vertèbre;{ code : 650417.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Fracture sans atteinte médullaire fractures multiples d'une même vertèbre},
650418.2;6;5;Colonne dorsale;2;Fracture sans atteinte médullaire apophyse épineuse;{ code : 650418.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Fracture sans atteinte médullaire apophyse épineuse},
650420.2;6;5;Colonne dorsale;2;Fracture sans atteinte médullaire apophyse transverse;{ code : 650420.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Fracture sans atteinte médullaire apophyse transverse},
650422.2;6;5;Colonne dorsale;2;Fracture sans atteinte médullaire facette articulaire;{ code : 650422.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Fracture sans atteinte médullaire facette articulaire},
650422.3;6;5;Colonne dorsale;3;Fracture sans contusion ou lacération de la moelle avec ou sans luxation facette;{ code : 650422.3, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 3, description : Fracture sans contusion ou lacération de la moelle avec ou sans luxation facette},
650424.2;6;5;Colonne dorsale;2;Fracture sans atteinte médullaire lame;{ code : 650424.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Fracture sans atteinte médullaire lame},
650424.3;6;5;Colonne dorsale;3;Fracture sans contusion ou lacération de la moelle avec ou sans luxation lame;{ code : 650424.3, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 3, description : Fracture sans contusion ou lacération de la moelle avec ou sans luxation lame},
650426.2;6;5;Colonne dorsale;2;Fracture sans atteinte médullaire pédicule;{ code : 650426.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Fracture sans atteinte médullaire pédicule},
650426.3;6;5;Colonne dorsale;3;Fracture sans contusion ou lacération de la moelle avec ou sans luxation pédicule;{ code : 650426.3, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 3, description : Fracture sans contusion ou lacération de la moelle avec ou sans luxation pédicule},
650430.2;6;5;Colonne dorsale;2;Fracture sans atteinte médullaire corps vertébral SAI [fracture éclatement];{ code : 650430.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Fracture sans atteinte médullaire corps vertébral SAI [fracture éclatement]},
650432.2;6;5;Colonne dorsale;2;Fracture sans atteinte médullaire corps vertébral [fracture éclatement] compression mineure (perte de ≤ 20 % de la hauteur antérieure);{ code : 650432.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Fracture sans atteinte médullaire corps vertébral [fracture éclatement] compression mineure (perte de ≤ 20 % de la hauteur antérieure)},
650434.3;6;5;Colonne dorsale;3;Fracture sans atteinte médullaire corps vertébral [fracture éclatement] compression majeure  (perte de > 20 % de la hauteur antérieure);{ code : 650434.3, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 3, description : Fracture sans atteinte médullaire corps vertébral [fracture éclatement] compression majeure  (perte de > 20 % de la hauteur antérieure)},
650499.2;6;5;Colonne dorsale;2;Lésion du disque SAI;{ code : 650499.2, position1 : 6, position2 : 5, position34 : Colonne dorsale, position8 : 2, description : Lésion du disque SAI},
650600.2;6;5;Colonne lombaire;2;Lésion du disque hernie SAI;{ code : 650600.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Lésion du disque hernie SAI},
650602.2;6;5;Colonne lombaire;2;Lésion du disque hernie sans lésion radiculaire (radiculopathie);{ code : 650602.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Lésion du disque hernie sans lésion radiculaire (radiculopathie)},
650603.3;6;5;Colonne lombaire;3;Lésion du disque hernie avec lésion radiculaire (radiculopathie);{ code : 650603.3, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 3, description : Lésion du disque hernie avec lésion radiculaire (radiculopathie)},
650604.2;6;5;Colonne lombaire;2;Luxation [subluxation] sans atteinte médullaire SAI;{ code : 650604.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Luxation [subluxation] sans atteinte médullaire SAI},
650605.3;6;5;Colonne lombaire;3;Lésion du disque rupture;{ code : 650605.3, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 3, description : Lésion du disque rupture},
